timestamp,temp,humi,vib_x,vib_y,vib_z
9781163,27.93,38.02,-676,-820,16460
9782307,27.94,38.0,-680,-852,16404
9783309,27.94,37.82,-588,-720,16352
9784310,27.94,37.79,-640,-764,16388
9785311,27.94,37.86,-612,-792,16428
9786313,27.94,37.84,-584,-716,16476
9787314,27.93,37.8,-648,-768,16400
9788315,27.95,37.74,-648,-800,16404
9789316,27.93,37.71,-584,-716,16548
9790318,27.91,37.67,-616,-708,16508
9791320,27.92,37.63,-676,-748,16400
9792321,27.93,37.65,-612,-760,16444
9793323,27.93,37.48,-584,-720,16476
9794324,27.91,37.55,-664,-800,16464
9795326,27.91,37.58,-644,-748,16480
9796471,27.91,37.56,-632,-788,16444
9797472,27.92,37.51,-584,-804,16440
9798474,27.91,37.51,-684,-764,16456
9799475,27.88,37.48,-568,-736,16524
9800477,27.91,37.49,-648,-780,16428
9801478,27.9,37.49,-588,-688,16484
9802480,27.9,37.49,-632,-808,16412
9803481,27.88,37.48,-684,-736,16368
9804482,27.88,37.45,-644,-780,16404
9805484,27.88,37.35,-672,-772,16476
9806485,27.89,37.52,-680,-792,16508
9807487,27.9,37.43,-668,-816,16536
9808488,27.9,37.44,-672,-752,16476
9809490,27.88,37.46,-656,-700,16476
9810491,27.89,37.39,-584,-788,16356
9811492,27.89,37.28,-628,-708,16436
9812494,27.88,37.34,-652,-744,16424
9813495,27.91,37.41,-612,-696,16360
9814497,27.89,37.36,-636,-792,16444
9815498,27.87,37.37,-668,-772,16520
9816499,27.87,37.36,-660,-728,16500
9817501,27.87,37.39,-628,-768,16552
9818645,27.86,37.33,-660,-752,16488
9819647,27.89,37.38,-628,-728,16360
9820648,27.88,37.47,-636,-712,16544
9821650,27.86,37.45,-656,-696,16428
9822651,27.87,37.51,-692,-780,16536
9823653,27.87,37.38,-688,-784,16572
9824654,27.87,37.53,-644,-736,16484
9825656,27.87,37.52,-604,-740,16480
9826657,27.86,37.43,-636,-740,16468
9827658,27.87,37.57,-664,-748,16512
9828660,27.87,37.54,-680,-708,16432
9829661,27.86,37.47,-592,-740,16420
9830663,27.86,37.47,-652,-728,16404
9831664,27.86,37.43,-664,-756,16500
9832665,27.84,37.49,-664,-724,16448
9833667,27.86,37.37,-628,-724,16536
9834668,27.84,37.47,-680,-728,16400
9835670,27.84,37.5,-652,-744,16516
9836671,27.83,37.47,-636,-784,16508
9837673,27.84,37.4,-640,-708,16472
9838674,27.84,37.55,-684,-680,16444
9839675,27.82,37.51,-668,-740,16616
9840677,27.82,37.47,-624,-756,16532
9841678,27.85,37.5,-624,-724,16560
9842823,27.82,37.45,-644,-736,16512
9843824,27.82,37.35,-604,-696,16520
9844825,27.84,37.42,-648,-704,16604
9845826,27.82,37.32,-676,-752,16472
9846828,27.81,37.27,-588,-712,16428
9847829,27.84,37.36,-580,-728,16420
9848831,27.85,37.36,-712,-712,16332
9849832,27.83,37.34,-660,-720,16488
9850834,27.82,37.32,-644,-676,16468
9851835,27.83,37.21,-604,-736,16452
9852837,27.84,37.24,-608,-724,16516
9853838,27.83,37.28,-640,-736,16408
9854839,27.84,37.26,-716,-740,16468
9855841,27.82,37.26,-568,-712,16532
9856842,27.83,37.21,-644,-764,16468
9857844,27.82,37.22,-576,-716,16428
9858845,27.8,37.17,-628,-764,16572
9859846,27.83,37.18,-592,-732,16376
9860848,27.82,37.19,-628,-664,16464
9861849,27.83,37.25,-628,-784,16532
9862851,27.82,37.28,-580,-760,16464
9863995,27.82,37.3,-584,-688,16436
9864997,27.8,37.27,-692,-732,16476
9865998,27.82,37.34,-664,-776,16516
9867000,27.83,37.38,-668,-760,16612
9868001,27.81,37.39,-664,-772,16412
9869002,27.79,37.28,-532,-712,16500
9870004,27.81,37.33,-660,-684,16488
9871005,27.78,37.42,-644,-728,16444
9872006,27.8,37.48,-724,-732,16480
9873008,27.79,37.48,-644,-748,16500
9874009,27.81,37.49,-620,-692,16404
9875010,27.82,37.58,-728,-700,16372
9876012,27.83,37.59,-620,-700,16420
9877013,27.8,37.37,-620,-720,16400
9878014,27.79,37.56,-664,-756,16508
9879016,27.79,37.51,-648,-700,16428
9880017,27.8,37.51,-668,-776,16532
9881162,27.81,37.59,-604,-672,16428
9882164,27.79,37.54,-576,-732,16540
9883165,27.81,37.49,-608,-732,16560
9884166,27.78,37.6,-632,-796,16412
9885168,27.78,37.62,-668,-668,16440
9886169,27.77,37.54,-656,-772,16496
9887170,27.78,37.69,-704,-744,16380
9888172,27.78,37.48,-648,-732,16356
9889173,27.78,37.52,-664,-740,16508
9890175,27.77,37.6,-624,-744,16504
9891176,27.76,37.6,-612,-728,16484
9892178,27.75,37.62,-604,-760,16428
9893179,27.77,37.49,-632,-756,16460
9894180,27.76,37.64,-632,-732,16448
9895182,27.76,37.51,-684,-724,16464
9896183,27.75,37.52,-592,-724,16560
9897327,27.73,37.62,-676,-728,16404
9898329,27.73,37.52,-640,-776,16396
9899330,27.73,37.64,-652,-704,16540
9900332,27.73,37.66,-636,-732,16544
9901333,27.73,37.54,-620,-708,16456
9902334,27.72,37.67,-684,-696,16500
9903336,27.73,37.71,-672,-740,16424
9904337,27.73,37.67,-652,-712,16452
9905339,27.74,37.69,-676,-708,16572
9906340,27.73,37.53,-616,-756,16356
9907342,27.74,37.67,-664,-720,16496
9908343,27.74,37.69,-600,-664,16440
9909345,27.73,37.71,-596,-740,16488
9910346,27.72,37.7,-660,-776,16408
9911347,27.72,37.57,-632,-720,16432
9912349,27.74,37.72,-612,-740,16516
9913350,27.71,37.59,-652,-720,16508
9914352,27.72,37.73,-608,-744,16544
9915353,27.73,37.75,-664,-724,16492
9916498,27.71,37.75,-636,-792,16488
9917499,27.7,37.58,-644,-732,16512
9918501,27.71,37.73,-648,-740,16544
9919502,27.7,37.66,-652,-692,16464
9920504,27.68,37.67,-636,-756,16452
9921505,27.7,37.65,-648,-728,16428
9922507,27.67,37.54,-668,-696,16456
9923508,27.68,37.69,-544,-740,16440
9924510,27.66,37.65,-644,-704,16424
9925511,27.68,37.64,-612,-676,16404
9926513,27.7,37.63,-656,-740,16484
9927514,27.69,37.68,-604,-700,16476
9928515,27.69,37.73,-636,-776,16496
9929516,27.68,37.57,-720,-700,16440
9930518,27.68,37.76,-652,-740,16472
9931519,27.69,37.72,-656,-696,16408
9932521,27.71,37.72,-660,-796,16460
9933522,27.69,37.71,-636,-800,16516
9934524,27.71,37.72,-648,-696,16440
9935525,27.7,37.69,-624,-660,16556
9936527,27.69,37.67,-636,-736,16612
9937671,27.71,37.69,-624,-720,16368
9938673,27.71,37.74,-612,-688,16428
9939674,27.69,37.74,-644,-808,16500
9940676,27.68,37.69,-664,-688,16456
9941677,27.69,37.72,-676,-792,16452
9942678,27.68,37.68,-680,-692,16348
9943680,27.68,37.74,-628,-780,16456
9944682,27.67,37.78,-672,-692,16468
9945683,27.68,37.76,-664,-784,16536
9946685,27.67,37.74,-652,-768,16512
9947686,27.66,37.79,-620,-728,16468
9948688,27.65,37.63,-648,-708,16520
9949689,27.67,37.7,-708,-724,16380
9950691,27.69,37.77,-640,-744,16468
9951692,27.68,37.63,-644,-700,16460
9952694,27.69,37.67,-628,-684,16416
9953695,27.67,37.74,-664,-692,16444
9954696,27.68,37.74,-644,-768,16536
9955698,27.66,37.73,-616,-688,16576
9956699,27.69,37.77,-600,-724,16500
9957701,27.67,37.76,-636,-716,16464
9958702,27.69,37.77,-596,-732,16348
9959704,27.68,37.71,-676,-752,16388
9960848,27.68,37.69,-580,-728,16584
9961850,27.69,37.64,-644,-764,16436
9962851,27.69,37.58,-624,-736,16456
9963852,27.68,37.6,-684,-668,16604
9964854,27.69,37.64,-652,-668,16528
9965855,27.67,37.65,-664,-748,16464
9966857,27.66,37.51,-660,-712,16456
9967858,27.69,37.62,-600,-728,16412
9968859,27.69,37.63,-596,-776,16392
9969861,27.7,37.51,-588,-728,16612
9970862,27.67,37.6,-628,-740,16484
9971863,27.68,37.69,-684,-724,16480
9972865,27.69,37.66,-664,-716,16392
9973866,27.69,37.75,-644,-764,16488
9974868,27.66,37.77,-624,-680,16464
9975869,27.67,37.81,-700,-748,16424
9976871,27.67,37.79,-660,-748,16492
9977872,27.69,37.81,-564,-720,16400
9979016,27.68,37.71,-636,-752,16460
9980018,27.71,38.06,-604,-736,16480
9981019,27.69,38.23,-612,-720,16424
9982020,27.72,38.37,-620,-780,16396
9983022,27.73,38.41,-700,-780,16444
9984023,27.73,38.42,-656,-712,16424
9985025,27.71,38.57,-608,-732,16560
9986026,27.72,38.53,-648,-736,16524
9987028,27.71,38.7,-632,-744,16540
9988029,27.72,38.79,-540,-704,16428
9989030,27.73,39.01,-660,-728,16468
9990032,27.73,39.05,-624,-668,16476
9991033,27.74,39.28,-608,-796,16564
9992035,27.74,39.32,-644,-748,16428
9993036,27.73,39.5,-640,-784,16432
9994038,27.74,39.67,-652,-768,16444
9995182,27.75,39.74,-680,-760,16496
9996184,27.74,39.77,-632,-700,16424
9997185,27.74,39.71,-608,-728,16496
9998186,27.74,39.66,-628,-752,16448
9999188,27.76,39.68,-660,-700,16380
10000189,27.74,39.64,-632,-768,16496
10001191,27.74,39.58,-596,-760,16448
10002192,27.74,39.58,-608,-744,16444
10003194,27.72,39.52,-560,-784,16524
10004195,27.73,39.47,-576,-712,16516
10005196,27.74,39.49,-696,-692,16540
10006198,27.75,39.42,-664,-816,16412
10007199,27.75,39.22,-644,-752,16528
10008201,27.73,39.34,-724,-784,16472
10009202,27.72,39.38,-612,-780,16520
10010204,27.75,39.44,-604,-724,16400
10011205,27.75,39.44,-676,-724,16528
10012350,27.74,39.39,-624,-780,16412
10013352,27.73,39.42,-684,-724,16500
10014353,27.74,39.3,-644,-744,16552
10015355,27.71,39.32,-632,-740,16460
10016357,27.72,39.3,-592,-724,16388
10017358,27.73,39.31,-620,-728,16384
10018359,27.72,39.22,-632,-744,16388
10019361,27.71,39.36,-664,-772,16420
10020362,27.72,39.35,-564,-728,16388
10021363,27.73,39.39,-648,-752,16524
10022365,27.74,39.55,-664,-740,16432
10023366,27.74,39.39,-640,-724,16376
10024368,27.74,39.53,-620,-760,16516
10025370,27.73,39.54,-624,-744,16512
10026371,27.72,39.41,-712,-708,16464
10027372,27.71,39.52,-644,-732,16508
10028374,27.74,39.51,-680,-720,16472
10029375,27.73,39.62,-636,-688,16448
10030377,27.73,39.62,-600,-760,16488
10031378,27.73,39.59,-584,-732,16340
10032379,27.74,39.5,-592,-720,16480
10033380,27.75,39.5,-596,-692,16416
10034525,27.72,39.39,-612,-748,16480
10035526,27.73,39.29,-656,-704,16456
10036527,27.73,39.39,-672,-700,16548
10037529,27.7,39.46,-660,-764,16484
10038530,27.73,39.47,-624,-764,16536
10039531,27.71,39.35,-656,-728,16520
10040533,27.73,39.28,-652,-720,16416
10041534,27.72,39.24,-664,-748,16416
10042536,27.71,39.18,-660,-672,16456
10043537,27.71,39.08,-632,-732,16440
10044538,27.71,38.91,-664,-784,16384
10045540,27.72,38.96,-664,-768,16372
10046541,27.72,38.86,-664,-696,16420
10047542,27.72,38.9,-628,-796,16436
10048544,27.71,38.71,-712,-776,16424
10049545,27.73,38.89,-616,-728,16380
10050546,27.72,38.85,-640,-664,16520
10051547,27.71,38.83,-636,-796,16604
10052549,27.71,38.93,-676,-756,16344
10053550,27.71,39.02,-676,-760,16444
10054552,27.72,39.04,-612,-712,16604
10055553,27.73,39.01,-556,-728,16500
10056555,27.72,39.03,-584,-740,16520
10057556,27.73,39.03,-628,-724,16512
10058701,27.72,38.97,-632,-752,16584
10059702,27.72,38.97,-672,-736,16436
10060704,27.71,38.96,-676,-736,16404
10061705,27.71,38.94,-636,-792,16560
10062706,27.71,38.93,-644,-764,16432
10063707,27.7,38.88,-616,-704,16620
10064709,27.7,38.88,-676,-756,16460
10065710,27.7,38.83,-644,-728,16516
10066711,27.72,38.82,-664,-792,16464
10067713,27.69,38.77,-676,-748,16448
10068714,27.71,38.7,-660,-760,16516
10069716,27.71,38.75,-616,-756,16544
10070717,27.71,38.74,-612,-664,16528
10071718,27.69,38.72,-568,-692,16384
10072720,27.69,38.65,-668,-672,16460
10073721,27.7,38.64,-676,-752,16544
10074723,27.69,38.63,-632,-756,16484
10075724,27.69,38.61,-672,-704,16536
10076869,27.71,38.61,-640,-776,16420
10077870,27.7,38.6,-636,-764,16512
10078871,27.71,38.56,-604,-732,16464
10079872,27.69,38.51,-612,-720,16392
10080874,27.72,38.52,-620,-744,16432
10081875,27.68,38.48,-652,-776,16504
10082876,27.71,38.58,-648,-708,16480
10083877,27.69,38.54,-664,-724,16488
10084879,27.67,38.46,-612,-760,16440
10085880,27.67,38.43,-612,-740,16452
10086881,27.7,38.43,-632,-720,16420
10087883,27.7,38.4,-628,-716,16528
10088884,27.7,38.28,-636,-724,16576
10089886,27.68,38.31,-612,-740,16428
10090887,27.7,38.4,-660,-692,16396
10091889,27.69,38.36,-684,-752,16440
10093033,27.69,38.26,-664,-740,16448
10094035,27.67,38.3,-644,-752,16500
10095036,27.67,38.33,-664,-732,16456
10096038,27.69,38.28,-660,-752,16368
10097039,27.66,38.33,-684,-720,16440
10098040,27.7,38.34,-708,-712,16460
10099042,27.7,38.33,-644,-688,16476
10100043,27.69,38.33,-636,-692,16500
10101045,27.69,38.31,-676,-708,16384
10102046,27.68,38.25,-612,-704,16440
10103048,27.66,38.35,-660,-728,16508
10104049,27.68,38.3,-672,-700,16444
10105050,27.67,38.32,-656,-616,16440
10106052,27.68,38.28,-640,-708,16480
10107053,27.69,38.29,-672,-792,16456
10108055,27.69,38.21,-632,-724,16564
10109199,27.68,38.17,-624,-744,16396
10110200,27.68,38.3,-632,-756,16540
10111201,27.67,38.25,-672,-696,16520
10112203,27.66,38.19,-604,-716,16552
10113204,27.67,38.23,-672,-664,16444
10114205,27.66,38.05,-684,-696,16428
10115206,27.64,38.18,-568,-696,16552
10116208,27.64,38.14,-640,-716,16452
10117209,27.65,38.08,-684,-696,16512
10118211,27.63,37.95,-684,-804,16548
10119212,27.63,38.08,-676,-696,16468
10120213,27.64,38.09,-644,-612,16512
10121215,27.63,38.04,-644,-684,16420
10122216,27.64,38.04,-620,-768,16368
10123218,27.65,38.09,-652,-708,16472
10124219,27.62,38.04,-620,-736,16400
10125220,27.64,38.02,-572,-776,16420
10126222,27.63,38.07,-652,-700,16488
10127223,27.65,38.07,-620,-776,16428
10128224,27.63,38.04,-656,-704,16520
10129225,27.65,38.03,-616,-756,16480
10130227,27.64,38.0,-656,-688,16392
10131228,27.63,38.04,-700,-684,16476
10132373,27.63,38.07,-612,-696,16516
10133374,27.63,38.07,-600,-708,16508
10134376,27.65,38.1,-616,-772,16476
10135377,27.63,37.98,-620,-700,16476
10136378,27.62,38.12,-620,-720,16548
10137380,27.63,38.12,-664,-744,16392
10138381,27.63,38.04,-584,-752,16432
10139383,27.6,38.11,-648,-796,16508
10140384,27.62,38.2,-604,-704,16340
10141385,27.62,38.07,-676,-756,16504
10142386,27.64,38.23,-616,-724,16496
10143388,27.64,38.26,-620,-728,16380
10144389,27.63,38.32,-664,-716,16480
10145390,27.62,38.29,-588,-760,16372
10146392,27.6,38.32,-640,-736,16580
10147393,27.61,38.34,-680,-648,16556
10148394,27.62,38.34,-676,-724,16500
10149396,27.64,38.36,-604,-728,16408
10150397,27.64,38.37,-652,-716,16452
10151399,27.61,38.33,-612,-784,16440
10152400,27.63,38.47,-672,-764,16404
10153401,27.6,38.35,-644,-724,16476
10154403,27.63,38.4,-680,-672,16556
10155547,27.6,38.39,-676,-728,16504
10156548,27.62,38.42,-692,-740,16396
10157550,27.61,38.32,-624,-744,16448
10158551,27.61,38.45,-640,-684,16372
10159553,27.59,38.31,-684,-760,16516
10160554,27.62,38.36,-616,-776,16420
10161556,27.62,38.5,-644,-764,16428
10162557,27.6,38.41,-672,-712,16512
10163558,27.62,38.41,-656,-776,16552
10164560,27.61,38.49,-632,-708,16536
10165561,27.6,38.5,-664,-716,16524
10166563,27.62,38.56,-648,-784,16480
10167564,27.62,38.51,-592,-792,16488
10168566,27.59,38.44,-660,-780,16572
10169567,27.62,38.55,-628,-780,16472
10170568,27.63,38.54,-644,-768,16500
10171570,27.6,38.58,-660,-748,16456
10172571,27.6,38.55,-620,-760,16484
10173573,27.59,38.47,-612,-708,16476
10174717,27.61,38.63,-644,-696,16408
10175719,27.61,38.52,-680,-716,16392
10176720,27.62,38.66,-576,-784,16452
10177722,27.63,38.71,-656,-760,16496
10178723,27.62,38.69,-652,-712,16480
10179724,27.62,38.67,-592,-744,16480
10180726,27.62,38.7,-644,-744,16492
10181727,27.62,38.73,-640,-756,16472
10182729,27.61,38.72,-684,-644,16440
10183730,27.62,38.75,-656,-672,16392
10184731,27.61,38.77,-608,-736,16484
10185733,27.62,38.82,-600,-740,16500
10186734,27.61,38.8,-632,-728,16400
10187735,27.6,38.84,-632,-720,16520
10188737,27.6,38.83,-636,-692,16452
10189738,27.62,38.83,-640,-724,16404
10190740,27.59,38.84,-684,-744,16432
10191884,27.59,38.86,-664,-744,16484
10192886,27.6,38.86,-648,-736,16472
10193887,27.61,38.83,-668,-756,16376
10194889,27.63,38.91,-644,-732,16400
10195890,27.61,38.89,-580,-760,16468
10196891,27.6,38.8,-612,-796,16420
10197893,27.61,38.87,-620,-732,16436
10198894,27.6,38.88,-660,-744,16448
10199895,27.61,38.94,-656,-752,16408
10200897,27.62,38.78,-628,-720,16428
10201898,27.6,38.9,-660,-712,16572
10202899,27.58,38.86,-604,-688,16468
10203901,27.61,38.91,-564,-736,16420
10204902,27.62,38.91,-636,-744,16436
10205903,27.61,38.89,-564,-740,16552
10206905,27.6,38.81,-636,-672,16508
10207906,27.6,38.99,-664,-736,16520
10209051,27.6,38.95,-544,-740,16404
10210052,27.61,38.94,-636,-740,16496
10211054,27.6,39.06,-636,-676,16440
10212055,27.61,38.96,-676,-724,16456
10213057,27.6,39.03,-628,-712,16440
10214058,27.6,39.03,-640,-768,16576
10215059,27.61,39.04,-564,-776,16460
10216061,27.6,39.07,-640,-752,16408
10217062,27.61,39.06,-664,-776,16524
10218063,27.6,38.98,-624,-764,16536
10219065,27.62,39.03,-632,-804,16412
10220066,27.62,39.04,-640,-792,16472
10221068,27.62,39.08,-684,-788,16472
10222069,27.61,39.03,-592,-728,16432
10223071,27.62,39.06,-632,-772,16468
10224072,27.59,39.06,-644,-700,16528
10225073,27.62,39.14,-588,-760,16556
10226075,27.6,39.12,-636,-740,16320
10227076,27.59,38.97,-644,-724,16412
10228077,27.61,39.15,-668,-808,16504
10229079,27.59,39.09,-612,-712,16548
10230080,27.61,39.1,-700,-776,16496
10231225,27.61,39.11,-616,-736,16376
10232226,27.61,39.11,-608,-696,16468
10233227,27.61,39.13,-660,-748,16536
10234229,27.62,39.0,-680,-780,16504
10235230,27.62,39.13,-644,-804,16548
10236232,27.62,39.12,-684,-772,16452
10237233,27.6,39.1,-644,-704,16428
10238235,27.61,39.02,-580,-744,16504
10239236,27.62,39.08,-672,-752,16396
10240237,27.62,38.96,-628,-680,16492
10241239,27.61,38.98,-688,-724,16372
10242240,27.61,39.14,-624,-712,16540
10243241,27.62,39.09,-624,-772,16472
10244243,27.65,39.07,-628,-716,16448
10245244,27.62,39.02,-692,-764,16492
10246245,27.63,39.05,-596,-724,16408
10247247,27.63,39.03,-676,-776,16416
10248248,27.61,39.0,-676,-736,16448
10249250,27.63,38.9,-620,-744,16460
10250251,27.62,38.88,-632,-744,16488
10251253,27.63,38.99,-652,-708,16464
10252254,27.65,38.95,-608,-744,16576
10253256,27.62,39.02,-584,-776,16416
10254257,27.63,38.91,-656,-648,16452
10255401,27.63,39.01,-680,-676,16528
10256403,27.63,39.01,-660,-752,16524
10257404,27.62,38.95,-616,-764,16416
10258405,27.62,39.01,-668,-688,16460
10259407,27.6,38.99,-656,-776,16444
10260408,27.61,38.89,-664,-688,16540
10261410,27.6,39.03,-604,-724,16472
10262411,27.59,38.99,-676,-748,16484
10263412,27.61,38.97,-652,-748,16468
10264414,27.63,38.93,-616,-696,16584
10265415,27.61,38.99,-620,-676,16376
10266417,27.61,39.01,-684,-720,16428
10267418,27.63,39.01,-652,-764,16552
10268420,27.59,38.98,-656,-724,16596
10269421,27.59,38.95,-620,-768,16448
10270422,27.61,38.97,-664,-728,16480
10271424,27.6,39.0,-648,-752,16420
10272425,27.62,39.03,-632,-736,16396
10273426,27.6,39.02,-640,-776,16440
10274428,27.6,38.91,-608,-704,16464
10275429,27.6,38.96,-636,-680,16576
10276574,27.61,39.02,-664,-672,16472
10277575,27.6,39.05,-584,-800,16508
10278576,27.6,39.01,-640,-800,16580
10279578,27.58,39.02,-696,-756,16392
10280579,27.62,39.07,-644,-768,16456
10281581,27.6,39.09,-608,-808,16472
10282582,27.6,39.11,-668,-704,16484
10283584,27.59,39.06,-660,-760,16468
10284585,27.58,39.07,-628,-716,16524
10285586,27.59,39.04,-708,-740,16524
10286588,27.6,39.02,-648,-676,16484
10287589,27.61,39.03,-612,-804,16488
10288590,27.62,38.94,-696,-728,16456
10289592,27.63,39.04,-580,-752,16488
10290593,27.61,39.08,-628,-708,16456
10291595,27.62,39.09,-664,-744,16452
10292596,27.6,39.08,-704,-704,16540
10293740,27.62,39.08,-644,-776,16388
10294742,27.61,39.11,-664,-764,16424
10295743,27.62,39.15,-624,-708,16444
10296745,27.6,39.11,-644,-744,16428
10297746,27.61,39.1,-616,-728,16544
10298748,27.6,39.12,-616,-772,16444
10299749,27.61,39.21,-660,-716,16524
10300750,27.61,39.19,-660,-716,16500
10301752,27.62,39.21,-632,-724,16372
10302753,27.59,39.19,-624,-748,16460
10303754,27.6,39.05,-592,-720,16392
10304756,27.61,39.09,-664,-772,16464
10305757,27.6,39.23,-648,-768,16400
10306759,27.6,39.11,-632,-708,16496
10307760,27.6,39.28,-664,-728,16592
10308762,27.61,39.28,-660,-700,16548
10309906,27.6,39.22,-652,-680,16508
10310908,27.62,39.25,-680,-708,16460
10311909,27.62,39.23,-640,-724,16476
10312910,27.6,39.1,-640,-708,16524
10313912,27.62,39.18,-588,-672,16476
10314913,27.62,39.16,-668,-736,16472
10315914,27.61,39.14,-548,-764,16600
10316916,27.61,39.14,-656,-696,16536
10317917,27.61,39.17,-652,-724,16500
10318918,27.6,39.19,-688,-764,16456
10319920,27.6,39.21,-640,-776,16388
10320921,27.59,39.19,-652,-688,16496
10321922,27.58,39.18,-624,-772,16428
10322924,27.59,39.18,-668,-740,16444
10323925,27.59,39.17,-668,-740,16576
10324927,27.59,39.21,-644,-712,16492
10325928,27.62,39.18,-624,-756,16576
10326930,27.6,39.1,-676,-772,16436
10327931,27.62,39.24,-644,-688,16572
10329076,27.61,39.19,-648,-776,16488
10330077,27.6,39.19,-636,-796,16540
10331078,27.61,39.22,-644,-752,16500
10332080,27.6,39.16,-644,-780,16484
10333081,27.61,39.23,-564,-732,16468
10334082,27.63,39.15,-660,-648,16460
10335084,27.63,39.13,-648,-676,16440
10336085,27.62,39.19,-640,-736,16424
10337086,27.6,39.22,-620,-696,16480
10338088,27.61,39.21,-608,-736,16468
10339089,27.63,39.23,-632,-740,16544
10340091,27.62,39.06,-660,-744,16548
10341092,27.63,39.22,-600,-720,16388
10342094,27.63,39.22,-624,-708,16424
10343095,27.63,39.2,-668,-696,16484
10344096,27.65,39.17,-672,-720,16420
10345097,27.66,39.21,-688,-692,16440
10346099,27.66,39.08,-680,-716,16504
10347100,27.65,39.22,-612,-780,16528
10348102,27.65,39.21,-612,-780,16412
10349103,27.67,39.08,-616,-760,16396
10350105,27.65,39.2,-660,-716,16512
10351106,27.65,39.13,-640,-684,16596
10352250,27.65,39.23,-556,-760,16596
10353252,27.66,39.25,-640,-776,16444
10354253,27.64,39.22,-628,-704,16412
10355255,27.66,39.3,-576,-760,16472
10356256,27.64,39.21,-628,-720,16584
10357257,27.65,39.15,-628,-700,16440
10358259,27.66,39.26,-624,-784,16504
10359260,27.64,39.3,-692,-748,16308
10360261,27.66,39.31,-616,-744,16528
10361263,27.65,39.17,-652,-756,16428
10362264,27.62,39.37,-612,-748,16444
10363265,27.62,39.35,-688,-752,16572
10364267,27.63,39.39,-616,-752,16464
10365268,27.64,39.26,-612,-700,16440
10366269,27.64,39.3,-604,-740,16500
10367271,27.64,39.46,-612,-732,16452
10368273,27.62,39.48,-656,-728,16440
10369274,27.65,39.43,-620,-684,16544
10370276,27.64,39.44,-652,-748,16532
10371277,27.65,39.47,-668,-752,16520
10372278,27.65,39.45,-688,-724,16436
10373279,27.63,39.42,-628,-708,16500
10374424,27.64,39.46,-668,-712,16508
10375425,27.63,39.43,-612,-720,16408
10376427,27.64,39.42,-700,-724,16544
10377428,27.66,39.46,-596,-720,16428
10378429,27.63,39.44,-632,-728,16440
10379430,27.6,39.36,-600,-700,16572
10380432,27.63,39.32,-612,-764,16388
10381433,27.62,39.32,-660,-716,16588
10382434,27.63,39.35,-612,-700,16508
10383436,27.63,39.33,-600,-668,16396
10384437,27.64,39.29,-680,-748,16440
10385438,27.64,39.35,-544,-740,16432
10386440,27.62,39.34,-604,-700,16472
10387441,27.64,39.31,-656,-776,16508
10388443,27.62,39.3,-596,-740,16500
10389444,27.62,39.35,-688,-728,16448
10390446,27.63,39.28,-680,-740,16404
10391590,27.62,39.25,-592,-752,16576
10392592,27.61,39.25,-632,-776,16464
10393593,27.63,39.12,-636,-696,16532
10394594,27.64,39.14,-600,-744,16428
10395596,27.66,39.11,-580,-804,16584
10396597,27.64,38.92,-604,-676,16532
10397598,27.64,39.05,-556,-748,16504
10398600,27.65,38.93,-672,-736,16544
10399601,27.64,39.04,-660,-700,16452
10400602,27.64,38.98,-584,-700,16528
10401604,27.66,38.97,-628,-676,16480
10402605,27.66,38.87,-712,-708,16488
10403606,27.65,38.9,-616,-784,16484
10404608,27.63,38.83,-632,-660,16432
10405609,27.64,38.8,-552,-792,16472
10406611,27.64,38.71,-636,-804,16484
10407612,27.63,38.82,-616,-692,16412
10408757,27.65,38.8,-628,-728,16532
10409758,27.63,38.82,-656,-760,16516
10410759,27.63,38.72,-672,-732,16360
10411761,27.64,38.74,-628,-692,16508
10412762,27.64,38.64,-640,-736,16488
10413764,27.63,38.79,-644,-712,16396
10414765,27.64,38.75,-652,-736,16456
10415767,27.6,38.63,-680,-732,16592
10416768,27.61,38.68,-632,-688,16376
10417770,27.62,38.71,-576,-788,16404
10418771,27.62,38.61,-696,-732,16464
10419772,27.62,38.7,-628,-784,16492
10420773,27.63,38.62,-692,-748,16416
10421775,27.61,38.64,-596,-756,16424
10422776,27.6,38.62,-584,-804,16404
10423777,27.62,38.65,-596,-732,16528
10424779,27.61,38.68,-544,-756,16388
10425780,27.61,38.66,-548,-800,16492
10426925,27.62,38.66,-544,-768,16512
10427926,27.62,38.66,-532,-776,16492
10428928,27.6,38.63,-524,-748,16396
10429929,27.62,38.66,-704,-768,16468
10430931,27.62,38.56,-592,-672,16444
10431932,27.64,38.61,-612,-660,16552
10432934,27.63,38.63,-664,-668,16380
10433935,27.61,38.59,-620,-656,16472
10434937,27.63,38.68,-648,-728,16456
10435938,27.61,38.73,-524,-688,16552
10436940,27.62,38.57,-620,-720,16588
10437941,27.64,38.75,-580,-676,16412
10438943,27.64,38.69,-600,-712,16400
10439944,27.63,38.59,-608,-620,16560
10440945,27.63,38.73,-600,-664,16516
10441946,27.63,38.7,-632,-700,16432
10442948,27.66,38.71,-600,-700,16476
10443949,27.65,38.77,-652,-696,16396
10444950,27.63,38.85,-696,-668,16424
10445952,27.65,38.83,-624,-620,16384
10446953,27.64,38.79,-700,-640,16408
10447955,27.65,38.88,-632,-652,16492
10448956,27.64,38.89,-604,-732,16480
10450101,27.66,38.88,-592,-648,16456
10451102,27.65,38.91,-604,-680,16396
